userName,gender,city,min_experience,job_title,education,skills_name,level
Sydney Korale,Female,Montevideo,4.6,HR,Master of Science in Organizational Development," Organizational diagnosis methodologies, Change management strategies, Culture change initiatives, Team development programs, Leadership coaching, Employee engagement surveys, Process improvement methodologies, Talent management strategies, Succession planning, Performance management systems",Advanced Level
K.H.S. Korale,Male,Canberra,5,HR,Bachelor of Arts in Political Science,"Legislative analysis for HR compliance, Government relations for HR issues, Political advocacy for HR policies, Public policy analysis for HR initiatives, Lobbying for HR legislation, Public sector HR management, HR policy development in government organizations, Regulatory compliance for HR laws",Advanced Level
T.Korale,Female,Port Moresby,5,HR,Master of Science in Training and Development," Training needs assessment, Curriculum design, Training program development, Instructional design, E-learning development, Training delivery techniques, Training evaluation methodologies, Learning management system administration, Employee development plans, Performance improvement interventions",Advanced Level
P. Joshua,Male,Basseterre,5.1,HR,Bachelor of Business Administration in Entrepreneurship,"Startup HR management, HR strategy for small businesses, Recruitment and selection for startups, Employee onboarding in small teams, Compensation structuring in startups, Performance management in entrepreneurial environments, HR compliance for startups, HR budgeting for small businesses, Talent acquisition strategies for startups",Expert Level
Juan Joshua,Female,Havana,5.2,HR,Master of Science in International Human Resource Management,"Cross-cultural HR management, Global talent acquisition, International compensation and benefits, Expatriate management, Multinational workforce planning, Global HR policy development, International labor law compliance, Diversity and inclusion in global teams, Cross-border conflict resolution, Cultural sensitivity training",Expert Level
 Joshua Julia,Male,Douglas,5.3,HR,Bachelor of Arts in English Literature,"Business writing skills training, Communication coaching, Editing and proofreading skills, Document preparation for HR policies, Writing job descriptions and advertisements, HR report writing, Internal communication strategies, Writing training materials, Writing for HR newsletters and intranets, Writing employee handbooks",Expert Level
Jimmy John,Female,Sanaa,5.4,HR,MBA with a concentration in Talent Management,"Talent acquisition strategies, Succession planning, Leadership development programs, Employee engagement initiatives, Performance management systems, Training and development programs, Competency modeling, High-potential identification programs, Employee retention strategies, Diversity and inclusion initiatives",Expert Level
Joshoniyo,Male,Marigot,5.5,HR,Bachelor of Science in Education," Adult learning theory application, Instructional design for employee training, Training needs assessment, Learning management system administration, Classroom facilitation techniques, Curriculum development, Training evaluation methodologies, Educational technology integration, Employee development planning, Employee coaching techniques",Expert Level
Poshua,Female,Gibraltar,5.6,HR,Master of Science in Organizational Leadership,"Leadership development programs, Change management strategies, Team building exercises, Conflict resolution techniques, Performance management systems, Organizational culture assessments, Employee engagement initiatives, Strategic planning facilitation, Communication skills training, Employee motivation strategies",Expert Level
P. Soshua,Male,Paramaribo,5.7,HR,Bachelor of Arts in Economics,"Labor market analysis, Compensation and benefits analysis, Recruitment strategies, Employee relations management, HR policy development, Performance appraisal systems, Budget management, Diversity recruitment initiatives, HRIS utilization, Organizational restructuring support",Expert Level
S.D.Diana,Female,Tegucigalpa,5.8,HR, Master of Science in Labor and Employment Relations,"Collective bargaining negotiation strategies, Labor law compliance, Grievance handling procedures, HR policy development, Employee benefits administration, Workplace safety protocols, Conflict resolution techniques, HRIS implementation, Diversity and inclusion initiatives, Training and development programs",Expert Level
Antony Joseph,Male,Moroni,5.9,HR,BBA with a specialization in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques",Expert Level
Antony Pigera,Female,Ottawa,6,HR,Master of Arts in Human Resource Management,"Strategic workforce planning, Employee engagement initiatives, HRIS implementation and management, Compensation strategy design, Performance management systems, Leadership development programs, Talent acquisition strategies, Succession planning, Diversity and inclusion initiatives, Organizational development interventions",Expert Level
Master Antony,Male,Paramaribo,6.1,HR,Bachelor of Arts in Economics,"Data analysis and interpretation, Compensation and benefits analysis, Labor market research, Recruitment strategies, Employee relations management, HR policy development, Performance appraisal systems, Budget management, Diversity recruitment initiatives, HRIS utilization",Expert Level
Sunil K.Antony,Female,Sofia,6.2,HR,Master of Science in Labor Relations and Human Resources,"Labor law compliance, Union negotiation strategies, Grievance handling procedures, Employee benefits administration, Recruitment and selection processes, HRIS implementation, Conflict resolution techniques, Training and development programs, Performance management systems, Workplace safety protocols",Expert Level
Antonyo,Male,Sri Jayawardenepura Kotte,6.3,HR,Bachelor of Commerce with a specialization in Human Resource Management,"Recruitment and selection techniques, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques",Expert Level
